Genre_Main,topic,ChunkCount,NumChunks_in_Genre,Percentage_within_Genre,topic_label,topic_summary,top_words
Tragedy,15,89,3005,2.9617,15. Mortality and emotional experience in early modern drama,Mortality and emotional experience in early modern drama,"death, dead, life, soule, die, teares, heart, loue"
Tragedy,6,88,3005,2.9285,6. Monarchical power and Anglo-French political relations,Monarchical power and Anglo-French political relations,"king, lord, edward, france, mortimer, gaueston, england, grace"
Tragedy,19,68,3005,2.2629,19. Classical mythology and royal lineage themes,Classical mythology and royal lineage themes,"greece, saturne, hercules, sonne, mother, king, death, sonnes"
Tragedy,35,64,3005,2.1298,35. Roman political power and imperial conflict,Roman political power and imperial conflict,"caesar, cleopatra, antony, state, death, st, caesars, euer"
Tragedy,40,58,3005,1.9301,40. Royal family dynamics and political intrigue in Denmark,Royal family dynamics and political intrigue in Denmark,"hamlet, lord, horatio, laertes, mother, king, father, denmarke"
Tragedy,38,56,3005,1.8636,38. Punic Wars and Roman Imperial Conflict,Punic Wars and Roman Imperial Conflict,"carthage, scipio, syphax, sophonisba, massinissa, hannibal, rome, gods"
Tragedy,43,49,3005,1.6306,43. Roman political and military alliances,Roman political and military alliances,"marius, scilla, rome, frends, scillas, consull, vvhat, cynna"
Tragedy,33,48,3005,1.5973,33. Royal authority and judicial honor in governance,Royal authority and judicial honor in governance,"admirall, king, chabot, chancellor, lord, iudges, honour, owne"
Tragedy,7,46,3005,1.5308,7. Marriage and family relationships in early modern society,Marriage and family relationships in early modern society,"wife, husband, married, marriage, loue, bride, daughter, father"
Tragedy,45,44,3005,1.4642,45. Familial conflict and tragic love in Verona,Familial conflict and tragic love in Verona,"romeo, tybalt, iuliet, mercutio, night, dead, loue, mountague"
Tragedy,20,43,3005,1.4309,20. Sleep and dreams in noble contexts,Sleep and dreams in noble contexts,"sleepe, bed, night, dreame, rest, day, princesse, wake"
Tragedy,22,42,3005,1.3977,22. Themes of love and mortality,Themes of love and mortality,"loue, euer, life, heart, thing, heare, death, feare"
Tragedy,17,29,3005,0.9651,17. Romantic idealization and pastoral love imagery,Romantic idealization and pastoral love imagery,"loue, cynthia, endimion, faire, thoughts, loues, sweete, eyes"
Tragedy,3,23,3005,0.7654,3. Classical mythology and symbolic imagery of love and value,Classical mythology and symbolic imagery of love and value,"venus, loue, cupid, pandora, siluer, gold, hand, great"
Tragedy,9,22,3005,0.7321,9. Romantic and familial relationships,Romantic and familial relationships,"love, maister, lady, woman, sister, loue, madam, heart"
Tragedy,0,19,3005,0.6323,0. Gender roles and social hierarchy in early modern society,Gender roles and social hierarchy in early modern society,"wife, gentlemen, gentleman, pray, woman, time, father, bee"
Tragedy,10,17,3005,0.5657,10. Romantic desire and courtship dynamics,Romantic desire and courtship dynamics,"loue, loues, faire, eyes, siluia, protheus, heart, deare"
Tragedy,21,17,3005,0.5657,21. Early modern theatrical production and dissemination,Early modern theatrical production and dissemination,"stage, play, printed, acted, author, read, london, written"
Tragedy,25,16,3005,0.5324,25. Early modern beverage consumption and health beliefs,Early modern beverage consumption and health beliefs,"wine, beere, ale, drinke, drunke, sugar, health, cup"
Tragedy,44,16,3005,0.5324,44. Theatrical production and performance practices,Theatrical production and performance practices,"shake, stage, workes, liue, booke, went, till, dye"
Tragedy,39,13,3005,0.4326,39. Religious devotion and noble conduct,Religious devotion and noble conduct,"heere, lord, hic, true, wit, life, pray, god"
Tragedy,8,12,3005,0.3993,8. Economic hardship and religious obligation in domestic settings,Economic hardship and religious obligation in domestic settings,"money, pound, poore, pay, master, house, pray, god"
Tragedy,28,11,3005,0.3661,28. Military leadership and social hierarchy in early modern society,Military leadership and social hierarchy in early modern society,"captaine, horse, house, george, maister, pray, master, doctor"
Tragedy,46,10,3005,0.3328,46. Domestic relationships and social obligations,Domestic relationships and social obligations,"wyfe, daye, father, wherfore, praye, woulde, therfore, waye"
Tragedy,23,8,3005,0.2662,23. Aristocratic relationships and loyalty conflicts,Aristocratic relationships and loyalty conflicts,"duke, clarinda, loue, lord, dukes, true, father, anthonio"
Tragedy,41,2,3005,0.0666,41. Social hierarchy and courtly relationships,Social hierarchy and courtly relationships,"lady, madam, gentleman, love, ladies, gentleuman, servant, gentlemen"
Tragedy,47,2,3005,0.0666,47. Early modern social identity and fashion norms,Early modern social identity and fashion norms,"signior, carlo, fashion, gentleman, hem, sogliardo, whiffe, fly"
Tragedy,18,1,3005,0.0333,18. Religious authority and divine law,Religious authority and divine law,"god, lawe, lorde, holy, christ, soch, synne, lawes"
Tragedy,36,1,3005,0.0333,36. Chivalric honor and courtly love dynamics,Chivalric honor and courtly love dynamics,"roderigo, cimena, love, sancho, cid, honour, madam, king"
Tragedy,48,1,3005,0.0333,48. Biblical monarchy and dynastic conflict,Biblical monarchy and dynastic conflict,"israel, dauids, dauid, absalon, vrias, ioab, king, absolon"
Tragedy,49,1,3005,0.0333,49. Rural life and social roles in early modern England,Rural life and social roles in early modern England,"clay, squire, tub, turfe, awdrey, puppy, hun, iohn"
Tragedy,13,0,3005,0.0,13. Civic ceremony and public honor in early modern London,Civic ceremony and public honor in early modern London,"london, maior, worthy, time, honor, yeare, honour, day"
Tragedy,16,0,3005,0.0,16. Divine justice and moral reckoning,Divine justice and moral reckoning,"payne, god, parte, gyue, thynke, eueryman, heuen, ryght"
Tragedy,26,0,3005,0.0,26. Early Modern English modal and epistemic expressions,Early Modern English modal and epistemic expressions,"ys, yt, wyth, thyng, shuld, wold, reason, wyse"
Tragedy,29,0,3005,0.0,29. Social dynamics and manipulation in domestic settings,Social dynamics and manipulation in domestic settings,"melibea, calisto, celestina, parmeno, sempronio, old, house, lucrecia"
Tragedy,30,0,3005,0.0,30. Pastoral romance and courtship dynamics,Pastoral romance and courtship dynamics,"amyntas, phillis, noe, soe, stil, sweete, fro, whoe"
Tragedy,31,0,3005,0.0,31. Religious authority and divine presence in early modern drama,Religious authority and divine presence in early modern drama,"god, iacob, temple, lord, philologus, doo, lorde, gods"
Tragedy,34,0,3005,0.0,34. Social hierarchy and religious figures in early modern drama,Social hierarchy and religious figures in early modern drama,"bacon, margret, lacie, peggie, frier, lord, lacy, fryer"
Tragedy,37,0,3005,0.0,37. Early modern market and trade practices,Early modern market and trade practices,"numps, fayre, numpes, bartholmew, fine, buy, bread, ginger"
Tragedy,42,0,3005,0.0,42. Pastoral love and romantic longing,Pastoral love and romantic longing,"siluia, cloris, thirsis, palaemon, euer, loue, ah, heart"
History,4,354,735,48.1633,4. English royal and noble power dynamics,English royal and noble power dynamics,"king, lord, yorke, duke, france, henry, england, richard"
History,6,197,735,26.8027,6. Monarchical power and Anglo-French political relations,Monarchical power and Anglo-French political relations,"king, lord, edward, france, mortimer, gaueston, england, grace"
History,48,41,735,5.5782,48. Biblical monarchy and dynastic conflict,Biblical monarchy and dynastic conflict,"israel, dauids, dauid, absalon, vrias, ioab, king, absolon"
History,8,39,735,5.3061,8. Economic hardship and religious obligation in domestic settings,Economic hardship and religious obligation in domestic settings,"money, pound, poore, pay, master, house, pray, god"
History,0,14,735,1.9048,0. Gender roles and social hierarchy in early modern society,Gender roles and social hierarchy in early modern society,"wife, gentlemen, gentleman, pray, woman, time, father, bee"
History,20,12,735,1.6327,20. Sleep and dreams in noble contexts,Sleep and dreams in noble contexts,"sleepe, bed, night, dreame, rest, day, princesse, wake"
History,39,11,735,1.4966,39. Religious devotion and noble conduct,Religious devotion and noble conduct,"heere, lord, hic, true, wit, life, pray, god"
History,44,8,735,1.0884,44. Theatrical production and performance practices,Theatrical production and performance practices,"shake, stage, workes, liue, booke, went, till, dye"
History,2,7,735,0.9524,2. Noble courtship and aristocratic relationships,Noble courtship and aristocratic relationships,"duke, antonio, lord, dutchesse, love, court, prince, owne"
History,3,6,735,0.8163,3. Classical mythology and symbolic imagery of love and value,Classical mythology and symbolic imagery of love and value,"venus, loue, cupid, pandora, siluer, gold, hand, great"
History,28,6,735,0.8163,28. Military leadership and social hierarchy in early modern society,Military leadership and social hierarchy in early modern society,"captaine, horse, house, george, maister, pray, master, doctor"
History,9,5,735,0.6803,9. Romantic and familial relationships,Romantic and familial relationships,"love, maister, lady, woman, sister, loue, madam, heart"
History,15,5,735,0.6803,15. Mortality and emotional experience in early modern drama,Mortality and emotional experience in early modern drama,"death, dead, life, soule, die, teares, heart, loue"
History,22,5,735,0.6803,22. Themes of love and mortality,Themes of love and mortality,"loue, euer, life, heart, thing, heare, death, feare"
History,33,5,735,0.6803,33. Royal authority and judicial honor in governance,Royal authority and judicial honor in governance,"admirall, king, chabot, chancellor, lord, iudges, honour, owne"
History,7,3,735,0.4082,7. Marriage and family relationships in early modern society,Marriage and family relationships in early modern society,"wife, husband, married, marriage, loue, bride, daughter, father"
History,11,3,735,0.4082,11. Classical Greek heroic warfare and mythology,Classical Greek heroic warfare and mythology,"hector, achilles, troy, troylus, aiax, greekes, hectors, paris"
History,12,3,735,0.4082,12. Monarchical authority and political conflict in governance,Monarchical authority and political conflict in governance,"feare, kings, power, state, princes, warres, lawes, mordred"
History,1,2,735,0.2721,1. Cosmological reflections on mortality and existence,Cosmological reflections on mortality and existence,"great, death, minde, gods, earth, world, place, things"
History,25,2,735,0.2721,25. Early modern beverage consumption and health beliefs,Early modern beverage consumption and health beliefs,"wine, beere, ale, drinke, drunke, sugar, health, cup"
History,5,1,735,0.1361,5. Roman republican leadership and virtue,Roman republican leadership and virtue,"rome, brutus, great, men, world, noble, pompey, lucius"
History,10,1,735,0.1361,10. Romantic desire and courtship dynamics,Romantic desire and courtship dynamics,"loue, loues, faire, eyes, siluia, protheus, heart, deare"
History,13,1,735,0.1361,13. Civic ceremony and public honor in early modern London,Civic ceremony and public honor in early modern London,"london, maior, worthy, time, honor, yeare, honour, day"
History,17,1,735,0.1361,17. Romantic idealization and pastoral love imagery,Romantic idealization and pastoral love imagery,"loue, cynthia, endimion, faire, thoughts, loues, sweete, eyes"
History,27,1,735,0.1361,27. Maritime travel and navigation challenges,Maritime travel and navigation challenges,"wyth, dothe, doothe, agayne, hande, seas, styll, lande"
History,34,1,735,0.1361,34. Social hierarchy and religious figures in early modern drama,Social hierarchy and religious figures in early modern drama,"bacon, margret, lacie, peggie, frier, lord, lacy, fryer"
History,47,1,735,0.1361,47. Early modern social identity and fashion norms,Early modern social identity and fashion norms,"signior, carlo, fashion, gentleman, hem, sogliardo, whiffe, fly"
History,14,0,735,0.0,14. Ottoman imperial conflict and conquest,Ottoman imperial conflict and conquest,"tamburlaine, baiazet, mahomet, zenocrate, tamburlain, armes, crowne, turkish"
History,16,0,735,0.0,16. Divine justice and moral reckoning,Divine justice and moral reckoning,"payne, god, parte, gyue, thynke, eueryman, heuen, ryght"
History,18,0,735,0.0,18. Religious authority and divine law,Religious authority and divine law,"god, lawe, lorde, holy, christ, soch, synne, lawes"
History,19,0,735,0.0,19. Classical mythology and royal lineage themes,Classical mythology and royal lineage themes,"greece, saturne, hercules, sonne, mother, king, death, sonnes"
History,21,0,735,0.0,21. Early modern theatrical production and dissemination,Early modern theatrical production and dissemination,"stage, play, printed, acted, author, read, london, written"
History,23,0,735,0.0,23. Aristocratic relationships and loyalty conflicts,Aristocratic relationships and loyalty conflicts,"duke, clarinda, loue, lord, dukes, true, father, anthonio"
History,24,0,735,0.0,24. Roman political power and republican governance,Roman political power and republican governance,"senate, caesar, consul, rome, hem, catiline, state, seianvs"
History,26,0,735,0.0,26. Early Modern English modal and epistemic expressions,Early Modern English modal and epistemic expressions,"ys, yt, wyth, thyng, shuld, wold, reason, wyse"
History,29,0,735,0.0,29. Social dynamics and manipulation in domestic settings,Social dynamics and manipulation in domestic settings,"melibea, calisto, celestina, parmeno, sempronio, old, house, lucrecia"
History,30,0,735,0.0,30. Pastoral romance and courtship dynamics,Pastoral romance and courtship dynamics,"amyntas, phillis, noe, soe, stil, sweete, fro, whoe"
History,31,0,735,0.0,31. Religious authority and divine presence in early modern drama,Religious authority and divine presence in early modern drama,"god, iacob, temple, lord, philologus, doo, lorde, gods"
History,35,0,735,0.0,35. Roman political power and imperial conflict,Roman political power and imperial conflict,"caesar, cleopatra, antony, state, death, st, caesars, euer"
History,36,0,735,0.0,36. Chivalric honor and courtly love dynamics,Chivalric honor and courtly love dynamics,"roderigo, cimena, love, sancho, cid, honour, madam, king"
History,37,0,735,0.0,37. Early modern market and trade practices,Early modern market and trade practices,"numps, fayre, numpes, bartholmew, fine, buy, bread, ginger"
History,38,0,735,0.0,38. Punic Wars and Roman Imperial Conflict,Punic Wars and Roman Imperial Conflict,"carthage, scipio, syphax, sophonisba, massinissa, hannibal, rome, gods"
History,40,0,735,0.0,40. Royal family dynamics and political intrigue in Denmark,Royal family dynamics and political intrigue in Denmark,"hamlet, lord, horatio, laertes, mother, king, father, denmarke"
History,41,0,735,0.0,41. Social hierarchy and courtly relationships,Social hierarchy and courtly relationships,"lady, madam, gentleman, love, ladies, gentleuman, servant, gentlemen"
History,42,0,735,0.0,42. Pastoral love and romantic longing,Pastoral love and romantic longing,"siluia, cloris, thirsis, palaemon, euer, loue, ah, heart"
History,43,0,735,0.0,43. Roman political and military alliances,Roman political and military alliances,"marius, scilla, rome, frends, scillas, consull, vvhat, cynna"
History,45,0,735,0.0,45. Familial conflict and tragic love in Verona,Familial conflict and tragic love in Verona,"romeo, tybalt, iuliet, mercutio, night, dead, loue, mountague"
History,46,0,735,0.0,46. Domestic relationships and social obligations,Domestic relationships and social obligations,"wyfe, daye, father, wherfore, praye, woulde, therfore, waye"
History,49,0,735,0.0,49. Rural life and social roles in early modern England,Rural life and social roles in early modern England,"clay, squire, tub, turfe, awdrey, puppy, hun, iohn"
Tragicomedy,29,98,432,22.6852,29. Social dynamics and manipulation in domestic settings,Social dynamics and manipulation in domestic settings,"melibea, calisto, celestina, parmeno, sempronio, old, house, lucrecia"
Tragicomedy,23,46,432,10.6481,23. Aristocratic relationships and loyalty conflicts,Aristocratic relationships and loyalty conflicts,"duke, clarinda, loue, lord, dukes, true, father, anthonio"
Tragicomedy,2,45,432,10.4167,2. Noble courtship and aristocratic relationships,Noble courtship and aristocratic relationships,"duke, antonio, lord, dutchesse, love, court, prince, owne"
Tragicomedy,0,27,432,6.25,0. Gender roles and social hierarchy in early modern society,Gender roles and social hierarchy in early modern society,"wife, gentlemen, gentleman, pray, woman, time, father, bee"
Tragicomedy,17,27,432,6.25,17. Romantic idealization and pastoral love imagery,Romantic idealization and pastoral love imagery,"loue, cynthia, endimion, faire, thoughts, loues, sweete, eyes"
Tragicomedy,9,23,432,5.3241,9. Romantic and familial relationships,Romantic and familial relationships,"love, maister, lady, woman, sister, loue, madam, heart"
Tragicomedy,15,23,432,5.3241,15. Mortality and emotional experience in early modern drama,Mortality and emotional experience in early modern drama,"death, dead, life, soule, die, teares, heart, loue"
Tragicomedy,42,23,432,5.3241,42. Pastoral love and romantic longing,Pastoral love and romantic longing,"siluia, cloris, thirsis, palaemon, euer, loue, ah, heart"
Tragicomedy,21,21,432,4.8611,21. Early modern theatrical production and dissemination,Early modern theatrical production and dissemination,"stage, play, printed, acted, author, read, london, written"
Tragicomedy,22,21,432,4.8611,22. Themes of love and mortality,Themes of love and mortality,"loue, euer, life, heart, thing, heare, death, feare"
Tragicomedy,20,12,432,2.7778,20. Sleep and dreams in noble contexts,Sleep and dreams in noble contexts,"sleepe, bed, night, dreame, rest, day, princesse, wake"
Tragicomedy,8,11,432,2.5463,8. Economic hardship and religious obligation in domestic settings,Economic hardship and religious obligation in domestic settings,"money, pound, poore, pay, master, house, pray, god"
Tragicomedy,7,10,432,2.3148,7. Marriage and family relationships in early modern society,Marriage and family relationships in early modern society,"wife, husband, married, marriage, loue, bride, daughter, father"
Tragicomedy,3,6,432,1.3889,3. Classical mythology and symbolic imagery of love and value,Classical mythology and symbolic imagery of love and value,"venus, loue, cupid, pandora, siluer, gold, hand, great"
Tragicomedy,10,6,432,1.3889,10. Romantic desire and courtship dynamics,Romantic desire and courtship dynamics,"loue, loues, faire, eyes, siluia, protheus, heart, deare"
Tragicomedy,39,4,432,0.9259,39. Religious devotion and noble conduct,Religious devotion and noble conduct,"heere, lord, hic, true, wit, life, pray, god"
Tragicomedy,14,3,432,0.6944,14. Ottoman imperial conflict and conquest,Ottoman imperial conflict and conquest,"tamburlaine, baiazet, mahomet, zenocrate, tamburlain, armes, crowne, turkish"
Tragicomedy,25,3,432,0.6944,25. Early modern beverage consumption and health beliefs,Early modern beverage consumption and health beliefs,"wine, beere, ale, drinke, drunke, sugar, health, cup"
Tragicomedy,44,3,432,0.6944,44. Theatrical production and performance practices,Theatrical production and performance practices,"shake, stage, workes, liue, booke, went, till, dye"
Tragicomedy,5,2,432,0.463,5. Roman republican leadership and virtue,Roman republican leadership and virtue,"rome, brutus, great, men, world, noble, pompey, lucius"
Tragicomedy,6,2,432,0.463,6. Monarchical power and Anglo-French political relations,Monarchical power and Anglo-French political relations,"king, lord, edward, france, mortimer, gaueston, england, grace"
Tragicomedy,11,2,432,0.463,11. Classical Greek heroic warfare and mythology,Classical Greek heroic warfare and mythology,"hector, achilles, troy, troylus, aiax, greekes, hectors, paris"
Tragicomedy,19,2,432,0.463,19. Classical mythology and royal lineage themes,Classical mythology and royal lineage themes,"greece, saturne, hercules, sonne, mother, king, death, sonnes"
Tragicomedy,33,2,432,0.463,33. Royal authority and judicial honor in governance,Royal authority and judicial honor in governance,"admirall, king, chabot, chancellor, lord, iudges, honour, owne"
Tragicomedy,38,2,432,0.463,38. Punic Wars and Roman Imperial Conflict,Punic Wars and Roman Imperial Conflict,"carthage, scipio, syphax, sophonisba, massinissa, hannibal, rome, gods"
Tragicomedy,47,2,432,0.463,47. Early modern social identity and fashion norms,Early modern social identity and fashion norms,"signior, carlo, fashion, gentleman, hem, sogliardo, whiffe, fly"
Tragicomedy,1,1,432,0.2315,1. Cosmological reflections on mortality and existence,Cosmological reflections on mortality and existence,"great, death, minde, gods, earth, world, place, things"
Tragicomedy,12,1,432,0.2315,12. Monarchical authority and political conflict in governance,Monarchical authority and political conflict in governance,"feare, kings, power, state, princes, warres, lawes, mordred"
Tragicomedy,24,1,432,0.2315,24. Roman political power and republican governance,Roman political power and republican governance,"senate, caesar, consul, rome, hem, catiline, state, seianvs"
Tragicomedy,27,1,432,0.2315,27. Maritime travel and navigation challenges,Maritime travel and navigation challenges,"wyth, dothe, doothe, agayne, hande, seas, styll, lande"
Tragicomedy,37,1,432,0.2315,37. Early modern market and trade practices,Early modern market and trade practices,"numps, fayre, numpes, bartholmew, fine, buy, bread, ginger"
Tragicomedy,41,1,432,0.2315,41. Social hierarchy and courtly relationships,Social hierarchy and courtly relationships,"lady, madam, gentleman, love, ladies, gentleuman, servant, gentlemen"
